X2_phon,Freq
aRtRoz,0.86
aRtiSo,2.39
aRtikl,44.45
aRtikylasj6,1.51
aRtifis,6.95
aRtifisje,0.79
aRtijRi,8.63
aRtij9R,0.79
aRtim6,0.22
aRtiz@,3.09
aRtizana,0.77
aRtizan,3.09
aRyspis,0.15
aRjEn,0.15
aRitmi,0.64
as,18.8
asetizm,0.14
askaRis,0.2
as@d@s,0.24
as@d@,0.67
as@s9R,25.34
as@sj6,3.87
asdik,0.1
aEs9,18.8
aSR@,0.16
azil,26.56
asosjal,0.1
asosjal,0.1
asosjo,0.1
aspE,12.78
aspERZ,1.74
asfalt,1.4
asfiksi,1.19
aspik,0.54
aspiR@,1.35
aspiR@t,1.35
aspiRat9R,4.52
aspiRasj6,3.99
aspiRin,9.18
asafetida,0.27
asESm@,0.23
asaj@,0.87
asenism@,0.26
asEzOnm@,0.52
asas5,55.37
asasina,8.38
aso,12.12
as,0.66
as@ble,7.34
as@blaZ,1.01
as@bl9R,0.12
as@tim@,0.17
asERsj6,0.1
asERvism@,0.11
ases9R,0.73
asjeZe,0.27
asjeZe,0.27
asid8ite,0.36
asjEt,21.24
asiNasj6,1.68
asiNa,0.15
asimilasj6,0.14
asiz,3.88
asiste,0.39
asist@s,10.23
asist@,31.93
asist@t,31.93
asosje,22.51
asosje,22.51
asosjasj6,12.02
asORtim@,1.12
asupism@,0.1
asyRe,0.8
asyRe,0.8
asyR@s,29.8
asyR@saksid@,0.1
asyR@svi,1.32
asyR9R,1.93
asteRism,0.14
asteRoid,2.28
astER,0.42
asm,3.14
astiko,2.18
astRak@,0.14
astR,3.13
astRoloZi,0.87
astRonEf,0.27
astRonomi,0.91
astRofizisj5,0.14
astRofizisjEn,0.14
astRofizik,0.28
astys,3.36
asimetRi,0.49
asistoli,0.27
atam@,0.1
at9lje,16.95
atERmwam@,0.28
ate,1.77
ateizm,0.29
atenjEn,0.1
atletizm,0.56
atl@t,0.28
atlas,0.93
atmosfER,13.85
atOl,0.15
atom,2.85
atomiz9R,0.11
atuR,1.09
atu,5.74
atRijOm,0.3
atRosite,3.92
atRofi,0.39
atRopin,0.86
ataSe,2.63
ataSe,2.63
ataS,2.95
ataSm@,3.33
atak@,1.13
atak@t,1.13
atak,59.92
ataRde,1.58
ataRde,1.58
at5t,2.03
atlaZ,1.52
atEl,0.83
at@dRism@,0.1
at@dy,0.63
at@ta,14.58
at@t,25.07
at@sj6,158.52
ateRisaZ,9.06
atEstasj6,1
atiRaj,1.52
atiR@s,2.39
atityd,23.03
atORnE,0.15
atuSm@,0.33
atRaksj6,7.45
atRE,1.76
atRap,10.55
atRapnigo,0.1
atRap9R,1.2
atRiby,1.13
atRibysj6,1.4
atRupm@,0.17
od9la,3.98
obEn,1.08
ob,30.32
obERZ,14.44
obERZin,1.44
odas,5.12
odj@s,14.02
odima,1.39
odjoviz8El,0.16
odit,0.54
odit9R,3.15
odisj6,11.64
Odisj6,11.64
oditwaR,0.62
oditoRjOm,0.8
oditRis,3.15
oZ,0.52
Ogm@,0.2
ogm@tasj6,6.85
ogyR,3.21
ogyst,0.14
omon,3.57
omonjER,1.51
omonje,1.51
oRa,14.48
oReOl,1.29
oRikylER,0.42
oROR,3.68
ospis,0.21
osteRite,0.64
ostRaljEn,0.17
otaRsi,0.17
otEl,8.27
ot9R,23.52
ot9R,23.52
ot@tisite,1.05
ot@tifikasj6,0.33
otizm,0.31
otist,0.4
otoekOl,0.58
otostOp,1.06
otostop9R,0.67
otostop2z,0.67
otot@pon2z,0.26
otobjogRafi,1.26
otobR6z@,0.16
otobys,4.67
otokaR,2.33
otos@syR,0.35
otokol@,2.07
otokRasi,0.1
otokRitik,0.16
otok8iz9R,0.28
otodef@s,1.74
otodetERminasj6,0.47
otodEstRyksj6,2.14
otodidakt,0.3
otodisiplin,0.18
otoZEstj6,0.14
otogRaf,8.52
otogRaf,8.52
otomasj6,0.14
otomatik,1.29
otomatizasj6,0.14
otomatizm,0.18
otomitRaj2z,0.1
otOn,16.91
otomobil,3.71
otomytilasj6,0.2
otonomi,2.76
otopORtRE,0.85
otOpsi,12.23
otoRegylasj6,0.14
otoRadjo,1.4
otoRizasj6,21.1
otoRite,32.95
otoRut,14.76
oto,18.66
otosatisfaksj6,0.13
otuR,0.42
otR,7.48
otRiSj5,4.25
otRiSjEn,4.25
otRyS,3.53
ov@,0.46
avEnm@,0.53
ave,0.11
aval,2.08
aval@S,2.75
aval9R,0.68
aval2z,0.68
av@s6,0.71
av@se,2.25
av@s,69.25
av@sm@,3.34
av@,8.05
av@bRa,0.84
av@s@tR,0.28
av@kuR9R,0.1
av@gaRd,1.52
av@gu,1.25
av@pOst,2.15
av@pR9mjER,0.5
av@sEn,0.73
av@taZ,24.63
avaRis,1.18
avaRi,1.19
avataR,2.55
ave,3.75
avn@,0.27
avniR,72.61
av@tyR,29.66
av@tyRjER,2.51
av@tyRje,2.51
avny,8.7
avERs,1.77
avERsj6,0.97
avERtism@,9.6
avERtis9R,0.15
av2,11.15
av9gl9m@,1.79
avjat9R,3.09
avjasj6,5.18
avjatRis,3.09
avikyltyR,0.1
avidite,1.05
avilism@,0.16
avj6,128.35
avj6kaRgo,0.2
avjonik,0.13
aviR6,1.73
avi,139.22
avokaj6,0.16
avoka,112.69
avokat,112.69
avwan,1.54
avORt9m@,5.24
avORt9R,0.37
avORt2z,0.37
avORt6,1.44
avwe,0.47
avRil,11.23
awak,0.12
aks,3.05
aksjom,0.11
aksis,3.87
ajatola,0.53
azale,0.13
azimyt,0.78
azOt,1.05
asulexo,0.1
azulexOs,0.1
azyR,2.98
be,31.78
bavwaR,0.26
babOR,1.97
baS,2.4
bajm@,0.53
baj6,0.64
ba,0.12
bataR,13.66
bataRd,13.66
batim@,27.58
batis,0.93
batis9R,1
batis2z,1
bat6,18.11
batonE,0.83
batonje,0.16
byS,2.91
bySe,3.82
bySR6,3.33
byS9R,0.2
byS2z,0.2
be@s,0.16
beatityd,0.58
bebe,191.63
bekan,1.77
bekas,1.56
beSamEl,0.37
beko,0.42
bede,0.29
bedw5,0.23
bedwin,0.23
begEm@,0.54
beg5,3.11
beEm,0.2
belje,1.51
bemOl,0.88
benedisite,0.43
benedikt5,0.19
benediktin,0.19
benediksj6,11.15
benefis,8.97
benevola,0.98
benEf,0.71
benitje,0.8
beosj5,0.23
beosjEn,0.23
bekij,2.7
beRE,1.5
beRibeRi,0.18
beRiljOm,0.2
betaj,9.71
betajER,0.16
betEl,2.94
bet6,6.41
beton9R,0.32
beton2z,0.32
betonjER,0.23
bevy,0.36
bajonEt,2.33
bES,0.46
bES9R,0.4
bES2z,0.4
bElm@,0.12
bEta,2.36
bEtas,2.36
bEt,67.67
betiz,39.31
baba,1.05
babal,0.18
bab9R,0.13
babijaZ,0.34
babin,0.33
babjOl,1.85
babuSka,0.12
babw5,2
babwin,2
bebi,13.2
babifut,0.55
babisit9R,7.85
babisitiG,1.63
babilonj5,0.11
babilonjEn,0.11
bak,9.99
bakaloRea,0.49
bakaRa,0.22
bakanal,0.39
bak@t,0.67
baSo,0.29
basil,0.45
bak,4.82
bakgam6,0.66
bak6,4.5
bakteRi,5
bakteRjoloZi,0.11
badamje,0.27
bado,0.54
badZ,7.14
badinaZ,0.16
badmintOn,0.18
baf,2.93
bagaZ,29.69
bagaR,19.24
bagaR9R,0.49
bagaR2z,0.49
bagas,0.15
bagatEl,1.08
baNaR,0.6
baN,2.5
baNOl,23.93
bagu,0.25
bag,30.32
bagEt,7.74
bat,0.52
bay,1.59
bE,7.09
bENad,1.1
bEN9R,0.43
bEN2z,0.43
bENwaR,12.39
baj,11.49
baj,0.27
baj9R,0.56
b5,74.48
bEz,7.66
bEzm5,0.81
beze,52.17
bEz9R,2
bEz2z,2
bEzodRom,0.46
bEs,12.37
bEsm@,0.27
bese,0.34
baZu,0.49
bakSiS,0.31
baklava,0.24
bal,30.25
balEz,0.69
balad,7.71
balad9R,0.34
balad2z,0.34
balad5,0.14
balafR,0.57
balE,10.91
balEbROs,0.4
bal@swaR,2.14
bal@s,8.19
bal@sEl,0.18
bal@sm@,0.83
bal@sje,0.26
balEjaZ,1.69
balEjEt,0.33
balEj9R,0.82
balEj2z,0.82
balk6,10.53
baldak5,0.66
bal,0.5
balEn,16.68
balenjER,0.3
balenje,0.3
balizaZ,0.12
baliz,2.82
balistik,1.06
balivERn,2.79
baltRap,0.2
balad,4.54
balast,1.44
bal,122.07
balRin,1.75
balE,8.66
balOS,0.12
bal6,32.92
bal6s6d,0.14
balo,1.01
balyS6,0.18
baluR,0.73
balza,0.13
balyS6,0.97
balystRad,0.61
b@b5,1.35
b@bin,1.35
b@bino,0.37
b@binOs,0.37
b@bu,1.73
b@bula,1.29
b@,1.66
banalite,1.47
banan,11.14
bananRE,0.14
bananje,0.76
b@,10.76
b@titR,0.14
b@daZ,4.76
b@dana,0.5
b@d,78.36
b@dan6s,0.51
b@do,2.6
b@dlEt,0.69
b@dRa,0.17
b@dRijRo,0.1
b@dRijROs,0.1
b@dROl,1.34
b@di,19.7
b@ditizm,0.47
b@duljER,0.12
b@g,2.37
b@dZo,3.13
b@lj2,7.92
b@lj2zaR,0.23
b@lj2zaRd,0.23
bani,0.51
banjER,2.14
bani,0.51
banism@,0.62
b@k,79.35
b@kRut,1.02
b@kRutje,0.11
b@kE,4.41
b@kEt,3.02
b@kjER,6.38
b@kje,6.38
b@kiz,0.66
b@tu,0.14
baobab,0.58
batEm,4.84
bakE,0.48
baR,67.57
baRmisva,0.41
baREm,0.31
baRagw5,0.12
baRagwinaZ,0.1
baRaka,0.18
baRak,12.27
baRakm@,1.35
baRat5,4.03
baRatin9R,0.74
baRatin2z,0.74
baRataZ,0.1
baRbak,0.24
baRbaRi,1.37
baRb9kju,5.87
baRb9le,3.56
baRbiS,0.18
baRbiSEt,0.38
baRbje,3.62
baRbityRik,0.8
baRbujaZ,0.3
baRby,1.7
baRda,1.62
baRdo,0.11
baRdolino,0.14
baRdo,0.27
baRZ,1
baRil,2.71
baRijE,0.69
baRin,0.22
baRZo,1.01
baRZo,0.32
baRmEd,0.67
baRman,7.91
baRmEn,7.91
baRomEtR,0.57
baR6,20.82
baROn,20.82
baRonE,0.1
baROk,0.13
baRud9R,0.32
baRud2z,0.32
baRuf,0.28
baRk,10.4
baRkEt,0.27
baRakyda,2.26
baRakuda,2.26
baRaZ,13.4
baR,18.78
baRo,7.61
baREt,0.46
baRjER,9.13
baRikad,2.68
baRik,0.99
baRtavEl,1.61
baRit6,0.83
ba,71.78
bakote,0.6
baf6,1.05
bav@tR,0.23
baskyl,1.1
baz,59.22
bEzbOl,10.12
bezbal,6.95
bazilik,1.86
bazilik,0.66
baskEtbOl,1.38
baskEt9R,0.43
baskEt2z,0.43
bas,2.89
baskuR,0.81
basEs,1.72
basE,0.7
bas5,5.03
basin,1.59
basinE,0.16
bastid,1.14
bastij,1.81
bast5gaZ,0.23
bastj6,1.49
bast6,1.51
bastonad,0.13
bastOs,0.42
bastR5g,0.5
batakl@,0.25
bataj,32.02
bataj6,8.13
bato,124.82
bat9lje,0.36
batifolaZ,0.25
bataZ,0.18
bat@,1.73
bat@t,1.73
bat,6.87
batm@,5.28
batRi,14.24
bat9R,4.61
bat2z,4.61
baty,0.44
baty,1.55
bo,0.22
bodE,0.13
bodRije,0.18
bodRyS,0.32
boZ,0.14
bo,0.19
boksit,0.18
bavaR,1.81
bavaRdaZ,3.57
bavaRd,1.81
bav,2.1
bavEt,0.35
bav9R,0.16
bav2z,0.16
bav2,0.22
bavyR,1.65
bajadER,0.21
bajadER,0.21
baju,0.81
bazaR,8.36
bazaR,0.2
bazuka,1.57
bibOp,0.31
big9l,0.15
big9ls,0.15
bitnik,0.45
bo,50.85
bofis,1.29
bofRER,13.14
bopER,16.54
bopapa,0.23
bof,1.07
bote,72.56
bozaR,2.19
bopaR@,1.52
bEk,7.39
bEkd9ljEvR,0.1
bEkfig,0.27
bEkt@s,0.1
b9dEn,0.89
b9do,0.25
biftEk,0.21
bip9R,0.34
befRwa,0.47
bEZ,0.27
bEN,0.58
bENE,8.69
bElk@to,0.26
b9lEt,2.01
bElatR,0.32
beladOn,0.15
bEl,50.85
bElfamij,0.71
bElfij,3.32
bElmER,16.54
bElmam@,0.85
bEls9R,13.14
bEllyREt,0.75
b9lOt,0.26
bElvedER,0.18
b5,61.43
b9nE,1.3
benediktys,0.11
b5galE,0.27
b5gali,0.26
b5Zam5,0.81
b5Zamin,0.81
bEn,2.38
b5zEn,0.12
b5zonaftOl,0.1
b9R,0.16
bERkaj,2.33
bERso,7.05
bERs2z,1.83
bERZER,11.84
bERgamOt,0.16
bERZ,2.77
bERZe,11.84
bERZ9Ri,0.99
bERl,0.13
bERlin,1.03
bERl5go,0.15
bERlinwa,0.18
bERlinwaz,0.18
bERly,0.3
bERmyda,0.12
bERn,0.11
bERsaglije,0.23
bERsaglje,0.23
bERz5g,0.28
b9zas,0.13
b9zON,2.71
b9zoN2,0.12
b9zw5,771.24
bEst,0.52
bEstsel9R,1.09
bEstOf,0.17
bEstjalite,0.42
bEstjo,2.54
bEstjOl,5.07
bEt,1.6
bEtRav,1.47
b2gl9m@,0.19
b9R,15.14
b9Rje,0.12
b9vRi,0.79
bE,2.06
bi,1.27
bjER,81.67
bjE,1.6
biatl6,0.3
biblo,1.52
bibR6,6.65
bibi,0.56
bibin,0.73
bibl,17.79
biblijogRafi,0.17
biblijotEk,19.86
bik,0.44
bikaRbonat,1.2
bis@tnER,0.36
bisEps,1.62
biS,5.8
biS6,0.46
bikOk,0.94
bikORn,0.16
biko,0.11
bisikl,0.29
bisiklEt,8.06
bidas,0.37
bid,3.73
bidE,0.69
bidOS,0.33
bid6,8.02
bid6vil,0.72
biduj,0.19
bidyl,1.1
bjEf,0.1
bjEl,1.86
bj5,106.6
bj5nEtR,4.28
bj5neme,8.5
bj5neme,8.5
bj5f6de,0.31
bj5f9z@s,1.69
bj5fE,2.51
bj5fEt9R,3.4
bj5fEtRis,3.4
bj5n2R2z,1.22
bj5n2R2,1.22
bj5se@s,0.64
bj5vEj@s,2.32
bj5vny,14.3
bj5vny,22.63
bj5vny,22.63
bif,0.33
bift6,0.29
biftEk,1.45
bift6,0.64
bifyRkasj6,0.33
bigb@g,0.38
bigami,0.37
bigORn,0.2
bigl2z,1.88
bigl2,1.88
bigofOn,0.17
bigORno,1.01
bigo,0.5
bigOt,0.5
bigOtRi,0.14
bigudi,0.73
bigin,0.1
biZu,8.37
biZutRi,2.41
biZutjER,1.64
biZutje,1.64
biZu,20.64
bikini,2.98
bil@,6.13
bil,2.78
bil,0.56
bijaR,7.84
bij,5.21
bijE,83.87
bijEtRi,0.19
bilv9ze,0.27
bilj6,0.42
bijo,0.69
binom,0.27
binEt,0.27
biGo,9.08
binju,0.29
binOkl,0.18
bjoSimi,0.63
bjogRafi,2.82
bjoloZi,4.13
bjomekanik,0.16
bjOpsi,2.19
bjotEknik,0.15
bjotEknoloZi,0.22
bip,7.68
bipbip,0.47
bipEd,0.78
bipl@,0.32
bik,0.94
bikE,0.54
bikEt,0.46
biRm@,0.29
biRman,0.29
biRut,0.18
bis,0.36
biSOf,0.14
biskoto,0.21
biskOt,1.95
bisk8i,12.72
biz,3.84
biz6,2.65
bizu,18.4
bisk,0.41
bistORt,0.14
bistukEt,0.22
bistuRi,0.79
bistRo,0.63
bistRo,3.3
bistROt,3.3
bit,1.24
bit,26.41
bit,0.72
bitER,0.16
bit9R,0.16
bitym,1.12
bityR,0.12
bivwak,0.41
bizaR9Ri,1.12
biznEs,2.02
bizy,2.3
bizytaZ,1.02
blabla,1.51
blablabla,0.41
blam,2.04
ble,19.98
blabla,0.81
blablabla,0.88
blak,4.07
blakdZak,0.75
blakaut,1
blag,72.63
blag9R,0.35
blag2z,0.35
blERo,4.14
bl@,46.88
bl@bEk,1.5
bl@bl2,0.16
bl@S,8.31
bl@S9R,1.23
bl@Sim@,0.75
bl@SisaZ,0.31
bl@SisRi,1.23
bl@Sis9R,1.11
bl@Sis2z,1.11
bl@kEt,0.17
blaz,0.12
blaz6,0.33
blasfEm,5.51
blasfemat9R,0.68
blasfematRis,0.68
blat,0.86
blaz,0.53
blazER,0.36
blEd,5.67
blenoRaZi,0.14
blese,21.88
blese,21.88
blesyR,41.81
blEt,0.16
bl2,26.12
bl2E,1.98
bl2zaj,0.38
bl5de,1.37
bl5daZ,0.59
bl5d,0.12
blini,0.93
blinis,0.93
blizaR,1.12
blOb,0.19
blOk,17.28
blOknOt,0.47
blokaZ,1.73
blOk,1.06
blOkos,1.77
blokys,1.43
bl6,22.65
bl6d,22.65
bl6d9R,0.2
bl6dinE,0.45
blOdimaRi,1.32
blok9R,0.24
blo,0.71
bluz,5.68
bluz6,7.15
bludZin,0.17
bludZins,0.17
bluz,7.81
bl9f,3.02
bl9f9R,0.3
bl9f2z,0.3
bl9S,0.2
boa,1.62
bwat,88.81
bwatje,1.04
bOb,0.71
bobaR,3.13
bobi,0.32
bobin,3.63
bobinEt,0.14
bobo,2.42
bobOn,0.79
bObslEg,0.91
bokaZ,0.14
bokal,3.83
boko,3.83
bOk,0.11
bod9ga,0.65
bOdi,2.21
bodizatva,0.38
bodo,1
bOdi,1.24
b9f,10.39
b2,10.39
bOgi,0.14
boEm,2.17
boemj5,4.08
boemjEn,4.08
bwaR,2.67
bwa,115.56
bwazRi,0.26
bwaso,0.42
bwas2lje,0.27
bwas6,18.55
bwat2,2.32
bOl,17.62
bola,0.25
boleRo,0.56
bOlS9vizm,0.11
bolid,0.49
bOlivj5,0.39
bolivjEn,0.39
bolivj5,0.39
b6b@s,0.23
b6baRd,0.19
b6baRd9m@,6.45
b6baRdje,3.02
b6baRd6,0.27
b6b,64.39
b6bOn,0.23
b6biks,0.12
b6,102.33
b6b6,23.45
b6bOn,0.47
b6bonjER,0.14
b6,4.69
b6daZ,0.41
b6d,0.24
b6go,0.21
bon9R,78.74
bonOm,10.57
boniS,1.28
bonim@,1.3
bonim@t9R,0.18
b6ZuR,570.57
bOn,59.44
bOnmam@,0.14
bonE,8.37
bonEtRi,0.14
bOnEt,0.14
bonEt,0.14
boniS,0.45
b6zaj,0.23
b6zOm,10.57
b6swaR,161.17
b6te,17.88
bonys,3.8
b6zaj,0.14
b6z,0.91
bugiwugi,0.28
buk,2.89
bukmEk9R,2.07
bum,2.83
bum9R,2.19
bumR@g,2.17
buste,0.63
bust9R,0.63
butleg9R,0.22
buts,0.54
bOp,0.19
bORe,0.14
boRaks,0.16
bORboRigm,0.28
bOR,79.9
bORde,0.39
bORdo,0.66
bORdEl,98.77
bORd9lE,0.14
bORd9lEz,0.14
bORd9Ro,1.09
bORdERlin,0.14
bORdyR,1.11
bOR,0.17
bORnaZ,0.1
bORn,8.35
boRO,0.18
bORtS,1.03
bOskE,0.8
bOs,13.45
bosanova,0.12
bOs,7.24
bos9R,0.59
bos2z,0.59
bosy,4.74
bOstOn,0.44
botanik,0.62
bOt,32.19
bot9R,0.14
botje,0.25
bot5,1.05
botin,2.27
botylizm,0.15
bwe,2.04
bubu,0.11
buk,8.49
buk@,3.22
bukanje,0.36
buSER,8.26
buSe,5.61
buS,90.03
buStRu,0.25
buSe,8.26
buSRi,4.11
buS6,7.25
buklaZ,0.27
bukl,18.86
buklEt,0.56
buklije,14.45
buda,0.57
budizm,0.42
budRi,0.12
bud5,2.85
budin,0.1
budwaR,0.94
bu,15.1
bw2,0.36
bufe,2.89
bufaRd,0.2
buf,14.51
buf,14.51
buf9R,0.84
buf2z,0.84
buf6,6.79
bufOn,6.79
bufOnRi,0.42
buZe,0.26
buZ,34.79
buZwaR,0.21
buZOt,1.04
buZi,18.32
buNul,0.11
bugR@,0.23
bugR,4.75
bwibwi,0.39
bujabEs,0.66
bujas,0.17
buj,0.8
buji,0.18
buji,4.42
bujwaR,1.61
buj6,4
bujOnm@,0.12
bujOt,0.69
buka,0.14
bul@ZER,3
bul@Z,0.1
bul@Ze,3
bul@ZRi,4.01
buld9R,0.46
bul,30.68
bulo,1.08
buldOg,0.81
bulE,2.95
bulEt,6.13
bulvaR,4.87
bulvERs9m@,0.46
bulguR,0.15
bulje,0.16
bulimi,0.26
bul6,2.72
bulo,202.97
bulOt,0.27
bum,7.01
bukE,9.35
bukt5,0.16
buk5,13.49
buRbje,1.12
buRb6,2.76
buRd,1.54
buRdij6,0.14
buRd6,1.28
buRdOnm@,1.71
buR,1.6
buRgad,0.46
buRZwa,6.02
buRZwaz,6.02
buRZwazi,3.65
buRZ6,0.63
buRZ,1.22
buRgmEstR,1.02
buRgON,0.52
buRaZ,0.15
buRask,0.77
buRo,9.83
buRlE,0.49
buRiS6,0.4
buRiko,0.52
buR5,0.56
buRik,1.97
buRikE,0.16
buRs,19.66
buRsjER,0.17
buRsje,0.17
buskylad,0.9
buz,1.93
buz2z,2.44
buz2,2.44
buzijaZ,0.15
busOl,2.91
bustifaj,0.23
bu,128.33
buRime,0.14
butad,0.25
but@S,0.17
but@tR5,0.39
butEj,57.24
butik,26.53
butikjER,0.18
butikje,0.18
but6,32.44
butonjER,0.73
buvje,0.15
buzuki,0.21
bov5,0.23
bOks,2.48
bOksofis,0.35
bOks,9.32
bOksER,0.75
bOks9R,0.75
bOks9R,8.71
bOks2z,8.71
bOks6,0.62
bOj,12.82
bOjskut,2.09
bwajaR,3.96
bwajo,2.86
bOjkOt,0.64
bozo,0.25
bRES,3.83
bREv,0.14
bRyle,2.35
bRyle,2.35
bRylaZ,0.1
bRyl9R,0.37
bRyl2z,0.37
bRyli,0.11
bRylo,0.14
bRylyR,6.47
bReSE,0.11
bRezil,0.1
bRezilj5,2.88
bReziljEn,2.88
bRevjER,0.21
bRab@,0.2
bRaslE,13.45
bRakonaZ,0.28
bRakonjER,0.85
bRakonje,0.85
bRadRi,0.31
bRadikaRdi,0.17
bRagEt,3.96
bRaj,0.55
bREm@,7.91
bREz,2.04
bRamm@,0.11
bR@,0.16
bR@kaR,2.47
bR@kaRdje,1.42
bR@SaZ,0.41
bR@S,18.07
bR@Sm@,0.52
bR@SEt,0.16
bR@Si,0.5
bR@dad,0.14
bR@d6,0.12
bR@di,3.1
bR@le,0.8
bR@l,0.68
bR@lba,0.29
bR@lEt,3.25
bR@l9R,5.22
bR@l2z,5.22
bRakaZ,7.74
bRakmaR,0.22
bRak9R,3.12
bRak2z,3.12
bRa,149.26
bRazje,1.47
bRasaR,0.71
bRas,0.67
bRasRi,1.89
bRas9R,0.24
bRasjER,0.55
bRavad,0.15
bRavisimo,0.15
bRavo,8.93
bRavuR,2.78
bREk,7.18
bREkdEns,0.1
bREkf9st,0.64
bR9bi,7.02
bREf,0.16
bR9l@,1.29
bR9lOk,0.56
bR9tEl,2.63
bR9t6,0.35
bR9tOn,0.35
bREt9R,0.31
bR9vaZ,0.88
bR9vE,3.1
bRi,0.54
bRijEvte,0.13
bRib,0.88
bRik,1.51
bRikolaZ,0.89
bRikOl,1.83
bRikol9R,0.58
bRikOl2z,0.58
bRid,1.79
bRidZ,4.33
bRifiG,3.25
bRigad,16.65
bRigadje,2.86
bRig@,5.14
bRig@daZ,0.3
bRig@t5,0.2
bRij@s,0.27
bRij@,3.45
bRij@tin,0.1
bRimad,0.1
bR5,5.38
bR5dij,1.25
bR5g,1.27
bRijo,0.93
bRijOS,2.55
bRik,13.56
bRikE,10.64
bRikEt9Ri,0.45
bRi,0.9
bRize,0.2
bRiz@,0.2
bRiskaR,0.18
bRiz,5.63
bRiz9R,1.11
bRiz2z,1.11
bRistOl,0.1
bRo,0.38
bRok@t,0.86
bRok@t9R,0.29
bRok@t2z,0.29
bRokaR,0.14
bRokaR,0.37
bROS,4.57
bRoSE,0.46
bRoSEt,2.26
bRoSyR,2.88
bRokoli,1.32
bROdRi,0.97
bRomyR,0.52
bR6S,0.58
bR6Sit,1.16
bR6kOskOpi,0.13
bR6tozoR,0.12
bR6zaZ,1.67
bR6z,3.37
bR6zEt,0.12
bRuk,0.12
bRosaZ,0.2
bROs,8.43
bRuEt,1.16
bRuaa,4.98
bRujaZ,0.62
bRujaR,10.88
bRuj,0.11
bRuj9R,0.78
bRuj6,1.17
bRusaj,1.94
bRusaR,0.28
bRus,0.95
bRu,0.1
bRutij,1.87
bRwaj9R,1.56
bRy,1.45
bRyN6,0.14
bR8ism@,0.77
bR8i,94.13
bR8itaZ,0.23
bRymER,0.1
bRym,5.07
bR1,2.37
bR9nS,1.63
bRyn,5.2
bRynEt,0.35
bR9SiG,0.65
bRyt,0.55
bRytalite,3.11
bRyt,14.03
bR8ijER,0.58
b8e,0.32
b8@dRi,0.81
byb6,0.22
buko,0.21
byda,0.4
bydZE,11.21
byfE,6.93
byfl,1.79
b9g,1.9
b9gi,0.28
b9gz,1.9
bildiG,2.01
b8is6,7.73
bylb,0.47
byl,1.04
buldOg,0.49
byldozER,2.33
byl,8.11
bylt5,6.35
b9mp9R,0.14
bunkER,4.51
byRo,167.13
byRokRat,1.95
byRokRasi,1.17
byREt,1.03
b9Rg9R,2.31
byR5,0.59
byRlEsk,0.34
byRn,1.42
byRnus,0.13
bys,50.63
byz,1.28
buS,0.24
biznEs,15.62
bizinEsman,1.31
biznEsmEn,1.31
byst,2.44
bystje,0.2
by,78.43
bytagaz,0.14
bytan,0.13
byt9R,0.39
byt5,6.35
bytwaR,0.33
bytOR,0.28
byt,78.43
byt,1.48
byt9R,0.11
byvaR,0.12
byvEt,0.76
byv9R,2.22
byv2z,2.22
bi,12.49
se,59.73
sEdR,0.7
sEp,0.78
kol6,0.23
kon,1.08
kote,285.99
kot,35.16
kotlEt,3.38
kablaZ,0.44
kabl,17.04
kabl9R,0.19
kal5,6.38
kalin,6.38
kalinRi,0.1
kapR,0.31
seaRa,0.14
sesite,1.12
seZEp,0.54
selebR@,0.11
selebRasj6,2.79
selebRite,6.42
seleRite,0.26
selad6,0.22
sElRi,1.62
seliba,1.75
selimEn,0.79
senakl,0.41
sefale,0.1
seReal,4.67
seRemonjal,0.69
seRemoni,23.82
seRamik,0.85
seRamik,0.85
seRymEn,0.13
sezaR,0.59
sezaRjEn,1.64
sezjOm,0.2
sezyR,0.14
setase,0.19
kaid,2.63
kaim@,1.02
kab,0.42
kabal,0.73
kabajeRo,0.11
kab@,0.14
kaban,15.36
kaban6,1.27
kabaRE,4.82
kabaR9tjER,0.25
kabaR9tje,0.25
kaba,0.14
kabERnE,0.16
kabEst@,0.23
kabijo,0.25
kabin,20
kabinE,21.97
kabOS,1.13
kabo,1.52
kabot5,0.2
kabotin,0.2
kabRijOl,0.45
kabRijolE,0.65
kaka,3.09
kakawEt,1
kakawEt,7.29
kakao,1.3
kakatoEs,0.12
kaSalo,0.72
kaSkaS,3.42
kaSne,0.15
kaSpo,0.16
kaSmiR,1.38
kaSE,16.46
kaSt6,0.59
kaSEt,11.81
kaSo,3.67
kaSOtRi,0.93
kaSotjER,0.71
kaSotje,0.71
kaSu,0.23
kaktys,2.86
kadastR,0.56
kadavR,47.75
kadi,1.5
kadi,0.81
kad,0.14
kado,125.79
kadna,2.1
kad@s,2.42
kadE,7.39
kadEt,7.39
kadi,0.1
kadmjOm,0.13
kadog@,0.2
kadOR,0.45
kadRaZ,0.59
kadR@,1.58
kadR,13.53
kadR9R,0.14
kadyse,0.16
sezjOm,0.11
kafe,163.56
kafein,1.58
kafeteRja,4.12
kafaR,9.87
kafaRdaZ,0.11
kafaRd9R,0.29
kafaRd2z,0.29
kaft@,0.29
kafeteRja,0.11
kaf9tjER,2.07
kaf9tje,0.35
kafujaZ,0.33
kaft@,0.15
kaft9R,0.51
kaft2z,0.51
kaZ,18.3
kaZo,1.21
kaZibi,0.85
kaNOt,1.09
kagul,2.84
kaje,6.98
kayt,0.17
kajas,0.16
kaj,2.34
kajo,3.09
