X2_phon,Freq
maRSe,74.36
maRS@,15.32
maRS@daZ,0.57
maRS9pje,0.64
maRS9R,0.7
maRdi,23.65
maRZinal,0.58
maRZino,0.58
maRgo,1.17
maRgRav,0.6
maRi,264.15
maRje,37.11
maRjaSi,0.9
maRjaZ,167.39
maRj9R,1.1
maRigo,0.16
5-Mar,13.96
maRjOl,0.68
maRjOl,0.99
maRk,13.24
maRk9tiG,1.88
maRl5,0.5
maRlu,0.24
maRmit6,0.13
maRmOnm@,0.32
maRmo,1.52
maRmusE,0.1
maRmuzE,0.1
maRok5,2.28
maRok5,0.11
maRkaZ,0.65
maRk9paZ,0.25
maRk9R,2.02
maRki,16.69
maR@,8.13
6-Mar,4.89
maRonje,0.61
maRs,9.75
maRsala,0.38
maRsEjE,1.27
maRSal,3.11
maRsw5,0.11
maRsypjal,0.1
maRsypjo,0.1
maRtElm@,0.43
maRto,12.63
maRtopik9R,0.42
maRsj5,1.96
maRt5,1.69
maRtinE,0.26
maRtini,3.85
maRtiR,5.5
maRksizm,0.94
maRksizm9leninizm,0.5
maRi,0.56
ma,2.21
maskaRa,1.15
maskaRpOn,0.11
maskyl5,0.91
mazo,0.38
mazoSizm,0.42
mask,29.18
masmedja,0.17
masakR,13.71
masaZ,9.57
masp5,0.29
mas9R,1.94
masiko,0.2
masif,0.67
mastaR,0.28
mast9R,3.43
mastik,0.26
mastod6t,0.17
mastRokE,0.16
mat,6.84
mate,1.62
mateRjalizm,0.38
mateRjo,3.78
mateRjEl,25.26
matadOR,1.25
mataf,0.13
matamOR,0.27
matS,63.48
matS,1.42
matla,8.98
matlo,7.04
mat9R,0.37
matematisj5,0.96
mat2,0.1
mat5,275.01
mat6,1.41
matos,5.72
matu,1.21
matRakaZ,0.14
matRijaRka,0.14
modi,8.02
moz9R,0.57
mozER,0.57
mozole,1.66
movE,8.43
mo,326.58
maks,5.94
maksi,0.58
maksilER,0.27
maksima,14.79
maksimOm,14.79
mazut,1.42
m2,3.1
meakylpa,0.7
mEk,325.54
mekano,0.29
medjOm,0.59
mitiG,4.23
mEj9R,91.02
m9l6,7.11
mEltiGpOt,0.14
m@bR,56.06
m@dj@,6.86
m@digo,0.3
m9no,2.18
m9n9R,2.94
meniR,0.41
m@s6Z,61.05
m@tal,1.21
m@t9R,36.64
m@tOl,0.44
m@t6,6.58
m5tOR,1.72
m9ny,11.15
m9n8E,0.75
m2nyE,0.75
m2n8izje,3.54
mERk@ti,0.27
mERtS@diziG,0.16
mERsje,0.16
mERsi,379.38
mERkR9di,21.48
mERkyR,1.13
mERd2,5.22
mERdje,5.34
m9Rizje,0.13
mERl,0.26
mERl@,1.81
mERl,2.24
mERlo,1.9
mERvEj2,11.17
mEskal,0.26
mEs,1.74
mesaZ,117.11
mesaZe,10.87
mEsEN9R,0.5
mes9R,1.5
mesi,0.69
mesj2,739.12
mEsj2dam,0.48
mesiR,5.69
mE,45.09
mEt9R,5.5
m9ble,0.31
m9bl,19.48
m2gl9m@,0.56
m2nje,0.96
m9RtR,104.45
m9RtRije,25.38
mEksik5,8.06
mezkal,0.13
mi,8.97
miba,0.14
miS9m5,3.72
miOm,0.44
mil6,0.15
miwazo,0.1
mipaRkuR,0.25
mjau,0.46
mjolm@,1.35
mika,0.34
miSt6,0.59
mikE,0.19
mikmak,0.14
mikRo6d,2.45
mikROb,6
mikRosefal,0.1
mikRoklima,0.16
mikRokOsm,0.23
mikRofilm,0.58
mikR6,0.74
mikRofOn,0.73
mikRopRosEs9R,0.36
mikRoskOp,3.94
midi,35.19
mjEl,17.36
mj2,54.12
mj2zEtR,0.12
miN6,9.02
migRat9R,0.14
mikado,0.28
mil,0.14
mil@,0.14
milanE,0.23
majl,8.34
majls,8.34
milisj5,0.78
milj2,70.27
milit@,2.92
milkSEjk,1.85
milenER,3.45
milenjOm,0.13
milezim,0.27
mil,29.63
milpat,0.39
mijE,0.17
miljEm,0.29
miljaR,17.52
miljaRdER,2.13
milje,37.94
miligRam,1.06
milimEtR,2.77
milj6,124.7
milOR,2.72
mimetizm,0.17
mim,5.35
mimi,0.44
mimoza,1.75
min,7.85
mineRal,1.03
mineRo,1.03
minaRE,0.34
minbaR,0.12
minRE,1.38
minEstROn,0.27
minE,7.09
min9R,8.79
minibaR,0.26
minibys,1.99
minigOlf,0.23
minima,7.12
minimOm,7.12
ministER,17.47
ministR,41.41
minwa,1.11
mino,0.58
minu,7
min8i,38.51
minys,8.35
minyt9R,1.21
miR,0.33
miRabilis,0.12
miRakl,56.89
miRakyle,0.55
miRadOR,0.23
miRaZ,1.83
miRmid6,0.14
miRwaR,28.35
mizeR2,0.9
mizeReRe,0.8
misEl,0.59
misil,16.7
misilje,0.16
mist9R,2.14
mit@,0.4
mitaR,1.91
mit2,0.42
mitRajaZ,0.15
mitRaj9R,9.59
mitR6,0.14
miksaZ,0.86
miks9R,0.78
miks9R,1.21
milimEtR,3.79
mobil,8.01
mobilje,1.7
mokas5,0.63
moko,0.19
modEl,25.06
modeRe,0.45
modEl,0.99
modEm,0.43
modyl,7.03
modusopeR@di,0.32
moER,0.29
mwa,20.59
mwaN6,0.57
mwan,11.82
mwano,5.65
mw5,10.35
mwa,312.31
mwazi,0.44
mwason9R,0.75
moka,0.64
moko,0.14
mola,0.89
molaR,0.2
molas6,0.4
molE,1.77
molysk,0.93
molOs,0.54
mom@,433.59
monaRSist,0.31
monaRk,1.37
monastER,4.86
m6so,0.97
m6d5,0.6
m6d,830.72
m6djal,0.13
m6gOl,0.69
m6golj5,0.38
monit9R,4.26
monitOR,0.11
monitoRiG,0.13
monOkl,0.56
monogRam,0.21
monokini,0.32
monol5g8ism,0.1
monolit,0.13
monolOg,1.86
monopl@,0.1
monopOl,1.61
monopoli,1.37
monopRi,0.21
monoRaj,0.55
monospas,0.18
monOksid,0.4
m6sEN9R,26.26
m9sj2,739.12
m6siNOR,0.17
m6siNOR,0.16
m6stR,62.56
m6,12.63
m6bl@,1.84
m6d9pjete,0.98
m6taZ,6.66
m6taNaR,1.05
m6t@,5.97
m6tSaRZ,0.51
m6t@lER,0.12
m6t9R,1.46
m6tikyl,0.6
m6tR9R,0.48
monym@,6.68
mok9R,0.11
moRal,10.27
moRalizat9R,0.73
moRalizm,0.15
moRatwaR,0.17
moRo,10.27
mORbak,0.17
mORso,64.78
mORd@,0.6
moRib6,0.45
moRiko,0.16
moRij6,0.14
mORm6,0.75
mORfinoman,0.1
mORpj6,2.14
mOR,0.64
mORs,3.5
mOR,460.05
mORviv@,1.46
mORtEl,7.09
mORtje,2.06
mORv2,4.97
mo,279.55
mokle,0.58
motaR,4.1
motEl,9.43
mot9R,33.63
motif,16.56
motokROs,0.19
mu,2.74
muSaR,6
muSR6,2.19
muSwaR,11.53
mudZaid5,0.16
muflE,0.41
mujaZ,0.14
muZik,0.8
mulaZ,0.8
mul5,7.75
mulinE,0.5
muR@,2.87
muR6,0.73
muskE,1.31
musk9tER,3.02
musk9t6,0.72
musaj6,0.59
mus2,1.45
mustik,5.97
mutaR,0.86
mutje,0.14
mut6,15.2
muvm@,40.33
mwaj5,83.47
mwajEnaZ,1.15
mwaj2,0.11
mutSatSo,1.56
mykys,0.38
m8E,3.43
m8Edzin,0.14
myf5,2.96
myfin,2.96
myfl,1.7
myflie,0.68
myflije,0.68
mufti,0.26
mygE,0.4
mylatR,0.77
mylE,3.67
myl9tje,0.37
myltipl,0.2
myR,88.93
myRE,0.28
myRmyR,3.4
myze,20.7
myzeOm,0.24
mysk,0.28
myskadE,0.3
myska,0.36
myskl,15.61
myzo,1.86
myzikOl,1.85
myzisj5,13.3
m9st,3.98
myst@g,0.75
myzylm@,6.22
myt@,4.67
mytile,0.72
myt5,0.7
mytizm,0.97
milOR,0.97
mjokaRd,0.12
mjOp,0.19
mjozotis,0.17
miRmid6,0.69
miRt,1.25
mistER,28.03
mistisizm,0.79
mit,6.26
En,9.67
n,0.14
nEgR,19.08
ne@,6.62
nesesER,8.91
nesesite,5.93
nesesit2,0.76
nekRom@sj5,0.2
neERl@dE,0.36
negatif,7.34
negliZe,0.28
negliZ@,0.18
negOs,0.2
negosj@,0.43
negosjat9R,1.38
negRije,0.33
negRo,6.02
negys,0.1
nene,5.41
nenyfaR,0.5
neoRealizm,0.1
neokORtEks,0.15
neolibeRalism,0.14
ne6,1.81
nepotizm,0.13
nevRoze,0.58
naif,1.01
nabab,0.72
nabi,0.28
nabo,2.1
naZ9R,2.72
n5,13.9
n@,11.92
n@,0.32
n@ti,0.44
napalm,0.96
naft,0.1
napole6,0.18
napolit5,1.21
napR6,0.51
naRsis,0.34
naRsisizm,1.18
naRkotik,1.28
naRkotRafik@,0.19
naRat9R,0.74
nazdak,0.14
naz,1.06
nazo,0.35
nazik,0.5
natif,0.52
nasjonal,3.25
nasjonalsosjalizm,0.58
nasjonalsosjalist,0.12
nasjonalizm,2.75
nasjono,3.25
natyRalize,0.14
natyRalizm,0.4
natyRalist,0.69
natyREl,2.92
nofRaZe,0.69
nofRaZ,3.04
notily,1.26
navaRos,0.13
navaR5,0.1
navaRE,0.1
navE,3.16
navigat9R,2.23
naviR,21.98
naviRsitERn,0.14
nazaRe5,0.48
naz,3.27
nazi,14.76
nazizm,0.63
nEk,0.21
nEktaR,2.28
nEm,0.62
nER,30.12
nERv2,3
nEskafe,0.2
nEt,1.75
netwajaZ,7.5
netwaj@,0.35
netwaj9R,2.51
n2n2,0.13
n2RoSiRyRZj5,0.85
n2Ron,1.77
n2RotR@smEt9R,0.36
n2tRino,0.55
n2tR6,0.68
n9v2,22.9
n9v2,2.13
ne,1.68
ne,75.18
njER,0.14
njE,0.82
nibaR,1.6
niS6,9.85
nikEl,1.5
ni,12.25
nidpul,0.2
nitSe5,0.59
niZeRj@,0.22
nigo,1.59
najtkl9b,1.31
niilizm,0.11
niilist,0.16
nim,1.78
n5bostRatys,0.14
niRvana,0.81
nitRat,0.64
nitRoZEn,0.17
nivo,50.7
nomansl@d,0.95
noEl,2.98
nos9R,0.17
nodyl,0.43
n2,11.12
nwaR,79.75
nwaRo,0.37
nwaztje,1.12
n6,570.67
n6bR,40.16
n6bRil,4.34
nOm,0.24
n6,3.56
nOnamuR,0.1
n6kRwaj@,0.62
n6di,0.27
n6dRwa,0.22
n6fym9R,0.14
nOninisje,0.22
n6lj2,1.08
n6pEm@,0.1
n6REspE,0.16
n6R2tuR,0.34
n6s@s,0.83
n6vwaj@,0.32
nOR,50.38
nORameRik5,0.13
nORkoRe5,0.23
nOREst,1.4
nORwEst,0.95
nORvjEtnamj5,0.12
nORdist,0.78
nORmal,7.29
nORveZj5,0.99
notER,4.69
nuga,0.94
nuj,4.37
nunuRs,3.71
nuRis6,1.62
nuvo,229.97
nuvone,2.72
novat9R,0.3
nov@bR,8.79
nwaje,2.18
nwajo,4.15
nwaje,0.55
ny,12.15
n8aZ,30.27
nybj5,0.13
nybyk,0.16
nykleER,0.95
nykleys,0.1
nydizm,0.25
n8izibl,0.26
nyl,4.75
nylaR,0.51
nymeRo,173.48
nunSaku,0.24
nytRim@,0.21
nil6,1.33
n5fe,0.14
o,57.07
Ob,0.25
obelisk,0.36
ObZEkt9R,0.43
ObZEktif,18.91
ObZE,45.94
obliZe,1.65
opsede,3.73
OpskyR@tizm,0.14
OpskyRsism@,0.11
opsERvat9R,3.08
opsERvatwaR,1.25
OpstetRisj5,0.35
Opstakl,10.65
Opstine,0.18
oby,5.13
ose@,24.89
Oksid@,0.38
Oksid@tal,0.92
Oksid@to,0.92
Oksipyt,0.19
okyltizm,0.33
okyltist,0.11
okyp@,2.38
Oslo,0.2
OktObR,11.78
Oktosilab,0.14
OktRwa,0.18
OdOmEtR,0.1
odoRa,1.28
2dEm,1.26
2dip,0.14
9j,413.04
9jE,3.53
2zofaZ,0.48
2stRoZEn,0.28
9f,39.4
2,39.4
of@se,0.55
of@s9R,0.66
ofis,6.37
ofisj@,0.21
ofisjEl,2.42
ofisje,55.35
oN6,0.11
OgR,2.83
ON6,19.98
w5,0.1
wazo,77.73
wazomuS,0.1
wazlE,0.13
wazif,0.1
wazij6,0.46
oleodyk,0.31
olif@,0.14
olivje,2.09
omega,0.88
6bRaZ,0.57
omikR6,0.12
Omnibys,0.37
6,3.56
6di,0.14
onanizm,0.1
6kl,126.71
6gl,20.37
6glE,0.67
6g@,0.93
OniRism,0.14
oniks,0.34
6z,2.43
opeRa,19.61
opeRat9R,6.73
op9n,0.41
opjase,0.58
opjOm,3.95
oposOm,0.52
opORtynizm,0.11
opORtynist,0.62
opoze,2.38
opoz@,1.63
opRes9R,1.26
opRime,1.91
opRObR,0.33
Optalid6,0.14
Optisj5,0.18
Optima,0.15
Optimizm,1.66
OptimOm,0.15
opys,0.35
OR,110.28
oRakl,3.21
oRaZ,17.14
oRal,1.42
oR@ut@,0.28
oR@Ze,1.67
oRat9R,1.7
oRatwaR,0.42
ORb,0.59
ORkEstR,14.69
ORkis,0.14
ORdinER,4.13
ORdinat9R,37.15
ORdonat9R,0.16
ORdR,217.25
oReje,9.34
oREj6,1.07
ORg@di,0.45
ORgan,13.69
ORganigRam,0.13
ORganizat9R,2.37
ORganizm,6.84
ORgasm,6.37
ORZa,0.19
ORZ9lE,0.89
ORg,3.12
ORg9j,11.56
ORg9j2,0.75
oRj@,0.78
oRj@tal,0.78
oRj@to,0.78
oRj@t9R,0.27
oRifis,1.85
oRigami,0.23
oRig@,0.32
oRiZinal,10.44
oRiZino,10.44
oRiNal,0.42
oRiNo,0.42
oR5,0.21
oRipo,0.38
ORm,0.39
ORn9m@,0.96
ORnitoR5k,0.26
ORfe6,0.1
ORf9l5,7.55
ORf9lina,6.13
ORpim@,0.1
ORtEj,9.71
ORtol@,0.41
Os,40.77
OskaR,1.71
osijat9R,0.17
oz,0.16
ozje,0.35
OslE,0.39
Osm@,1.33
os8ER,0.43
Ost,0.18
Ost@swaR,0.27
OstRasizm,0.47
otaZ,26.4
ubli,8.02
uEd,0.27
wEst,27.79
wistiti,1.51
uRag@,6.05
uRdu,0.42
uRlE,0.93
uRs,24.57
uRs5,0.38
uRs6,1.63
ustaSi,0.28
uti,14.18
utijaZ,0.36
utij9R,0.1
utRaZ,3.89
utR9mER,0.21
awtRig9R,0.16
awtsajd9R,0.54
uvRaZ,5.5
uvR9bwat,0.32
uvR9bwat,0.16
uvR9butEj,0.12
uvR9R,1.38
uvRije,23.93
uzo,0.58
ovER,1.2
oval,0.11
Ov,0.2
Ovni,2.98
ovyl,1.16
Oksid,1.03
OksiZEn,14.03
oja,0.11
ozon,1.35
pe,3.66
pa,6.43
pElR5,4.04
pElRinaZ,2.32
pER,895.55
pEz,0.82
pol,3.59
pak,0.26
pa,16.48
pate,7.18
patisje,2.37
patR,0.11
patyRaZ,1.98
peaZ,1.08
pek@,0.32
peSe,41.22
peS9R,8.07
pekyl,0.64
pede,33.12
pedeRast,0.48
pedalje,0.11
ped@,0.16
pedofil,1.34
pek5,0.32
pekinwa,1.68
pelik@,0.43
penat,0.15
penis,8.11
penit@sje,2.09
penit@,0.9
pepER,0.86
pepe,4.95
pepim@,1.16
pep5,5.15
peplOm,0.1
pEkno,1.6
pEkno,1.8
peRikaRd,0.33
peRif,0.14
peRil,7.76
peRimEtR,6.81
peRine,0.16
peRif,0.16
peRifeRik,0.53
peRipl,1.14
peRiskOp,1.28
peRisodaktil,0.14
peRitwan,0.13
peRone,0.27
peROnist,0.14
peRo,0.11
petal,3.47
petaR,7.19
pet9R,0.11
pet2,0.3
petR5,10.89
petRodolaR,0.3
petROl,13.84
petRolje,0.73
petynja,0.63
paj5,2.22
peSe,0.58
pES9R,10.34
pEn,0.15
pEsmEk9R,0.56
paSa,7.28
paSidERm,0.21
pasifikat9R,4.01
pasifizm,0.14
pak,1.72
paks,0.58
pakt,8.12
paktOl,1.14
pad,0.11
padOk,0.28
padi,1.52
paf,0.11
paN,0.4
pEm@,5.56
pajas6,1.06
p5,67.58
pER,3.54
pakistanE,1.56
pal,0.19
palas,4.85
palad5,0.18
palE,29.55
pal@,0.11
pal@k5,0.32
paladzo,0.56
palfR9nje,0.69
palEstinj5,3.22
palE,1.08
palje,3.47
pal5dRom,0.55
paladjOm,0.17
palmaREs,0.41
palmER,0.17
palmje,4.57
palo,0.2
paly,0.8
palydizm,0.25
p@flE,2.84
p@pR,0.41
p@,3.73
paneZiRik,0.23
panaSe,0.12
panaS,1.09
panama,0.15
panaR,0.26
p@kEk,2.97
p@kReas,1.13
p@da,1.71
panEl,0.28
panik,0.46
panje,15.72
panjeR9pa,0.21
pani,0.14
pano,12.67
panoRama,1.24
panoRamik,0.36
p@sm@,6.52
p@tal6,37.55
p@te6,0.79
p@t5,3.96
p@nzER,0.71
p@,1.3
papa,259.01
papaRadzi,1.46
papa,1.25
pap,7.17
paplaR,0.17
papE,4.25
paptje,0.44
papi,7.23
papje,120.51
papij6,12.28
papotaZ,0.27
papRika,0.75
papi,6.79
papiRys,1.57
pakbo,1.18
pakE,44.96
pakEkado,0.19
paktaZ,0.6
paR,10.58
paRa,3.23
paRabelOm,0.24
paRabElOm,0.24
paRasetamOl,0.11
paRaSytaZ,0.22
paRaSyt,4.79
paRaSytizm,0.29
paRadigm,0.25
paRadi,33.23
paRadOR,0.1
paRadOks,1.9
paRaZ,5.99
paRagRaf,3.58
paRagwaj5,0.14
paRalelizm,0.2
paRal5pik,0.1
paRalize,0.53
paRamEtR,1.5
paR@g6,0.13
paRanORmal,0.61
paRap@t,0.31
paRapE,0.88
paRaf,0.1
paRapl8i,7.38
paRazit,8.72
paRasOl,0.8
paRatonER,0.55
paRav@,1.77
paRk,32.85
paRS9m5,3.61
paRkmEtR,0.38
paRkuR,7.42
paRd9sy,1.43
paRd6,55.62
paRbal,0.19
paRbRiz,4.12
paRSOk,1.85
paRf2,0.24
paRsolEj,0.26
paREj,12.92
paR@,188.38
paREs2,3
paRfE,5.35
paRf1,30
paRfym9R,0.13
paRi,26.61
paRja,1.12
paRj9R,0.81
paRibREst,0.19
paRizj5,2.2
paRZyR,1.35
paRka,0.28
paRkiG,18.23
paRl@,0.27
paRl9m@,4.71
paRle,11.58
paRl9R,1.36
paRlwaR,2.64
paRm9z@,0.66
paRwasj5,1.09
paROs,0.27
paROksizm,0.27
paRp5,0.64
paRkE,4.43
paR,0.12
paR5,10.37
paREnaZ,0.11
paRisid,0.56
paR,15.78
paRsEk,0.27
paRtaZ,3.74
paRt@,0.41
paRt9naRja,1.47
paRtER,2.76
paRti,46.59
paRtisip@,1.5
paRtisip,0.57
paRtikylje,13.25
paRsjEl,1.16
paRtiz@,4.75
paRtnER,0.26
paRv9ny,0.8
paRvi,0.19
pazo,0.23
pazodObl,0.69
pase,64.32
pasaZ,44.73
pasaZe,19.41
pas@,2.76
pasav@,0.44
pasdRwa,0.25
pasm6taN,0.41
paspaRtu,0.45
paspas,0.97
past@,4.21
pasm@,0.14
pasm@tje,0.1
paspOR,25.55
pasRo,0.55
pas9R,2.24
pasif,0.7
pasjone,0.94
past,0.58
pastEl,0.55
past9R,17.74
pastis,1.43
pataS6,0.16
patapuf,0.17
patS,1.11
patSuli,0.31
patl5,1.62
patER,0.56
patERnOstER,0.1
patERnalizm,0.12
patERnEl,0.88
patetik,0.82
patos,0.38
pasj@,61.69
pat5,3.77
patinaZ,1.25
patin9R,0.83
patjo,2.02
patwa,0.85
patRijaRka,0.15
patRijaRS,1.3
patRijaRk,1.3
patRisj5,0.21
patRimwan,2.34
patRijotizm,2.54
patR6,141.53
patRona,0.51
patRonim,0.28
patRuj9R,1.43
pome,2.23
pave,3
pavij6,5.95
pavo,0.85
pEj9R,0.21
pei,202.57
peizaZ,13.19
peiz@,23.29
pese,0.16
poRuZ,0.51
pekata,0.2
pekavi,0.1
p9koRino,0.25
pEktoRal,0.7
pEktoRo,0.7
pedigRe,0.67
piliG,0.14
pEN,6.81
pENky,0.23
pENwaR,6.65
p9laZ,0.44
pElt9R,0.47
p9lotaZ,0.21
p9lot6,7.15
pElvis,0.34
penalti,0.29
penalti,1.5
pEns,1.71
p@S@,3.26
p@d@,2.23
p@d@tif,1.04
p@dy,2.74
pEnaZ,0.12
pEni,0.62
p@sbEt,0.34
p@s9R,1.64
p@sjone,0.21
p@sjona,1.88
p5takl,0.57
p5tagon,0.26
p5tagRam,0.7
p@tuz,0.9
p5total,0.17
pip9l,0.52
pEp,0.33
pEps,0.33
pERsEpt9R,1.03
pERs9R,1.22
pERSman,0.14
pERSwaR,0.46
pERkolat9R,0.11
pERkyt9R,0.25
pERd@,6.71
pERdRo,1.45
pERfEksjOnm@,0.31
pERfEksjonizm,0.21
pERfEksjonist,0.26
pERfEkto,0.19
pERman@,0.25
pERmi,26.95
pERno,0.17
peROksid,0.17
pER6,1.27
pERokE,5.55
pERsekyt9R,0.25
pERs@,0.26
pERsiflaZ,0.19
pERsi,1.75
pERsonaZ,31.62
pERsOn,296.74
pERsonEl,22.65
pERtyRbat9R,0.17
pERvER,8.02
pezo,11.02
pezOs,11.02
pesimizm,0.75
pEstisid,1.11
pEstifeRe,0.71
pE,4.3
p9ti,221.75
p9tibuRZwa,0.71
p9tideZ9ne,13.51
p9tifis,12.9
p9tigRi,0.51
p9timEtR,0.2
p9ti@f@,5.76
p9tipwa,0.1
p2,894.78
p2pl,111.36
p9pl,111.36
p2plije,1.08
p2R2,0.94
pEjOtl,0.16
pfenig,0.61
peaS,0.3
fenisj5,0.57
feniks,0.28
fenobaRbital,0.1
fenomEn,10.77
fakoSER,0.5
falo,0.14
falys,0.44
f@tasm,0.27
faRa6,3.63
faR,11.88
faRizj5,1.46
faRmasj5,3.71
fi,0.39
filip5,0.25
filist5,0.12
filozOf,6.02
filtR,0.96
feniks,0.48
fon,0.67
fono,0.75
fonogRaf,0.87
fOk,2.81
fOsZEn,0.23
fOsfat,0.43
fOsfOR,1.46
fOt,1
fotokopj9R,2.61
fOt6,0.24
fot6,0.24
filOkseRa,0.1
filokseRa,0.1
fizisj5,1.19
fizjonomist,0.12
pi,0.69
pjEZ,33.12
pjedEstal,0.8
pjedEsto,0.8
pjeZ9R,0.23
pjem6tE,0.6
pjete,1.47
pjetinm@,0.11
pjet6,0.75
pjaf,2
pjajm@,5.37
pjanisimo,0.1
pjano,22.22
pjanola,0.35
pjanotaZ,0.1
pik,5.3
pivER,0.28
pikaRo,0.4
pikolo,0.41
piSE,1.29
pik9p,1.98
pik9R,0.19
pik9ls,0.47
pikpokEt,0.87
piko,0.26
pikOtm@,0.5
pikot5,0.24
piku,0.43
piktogRam,0.14
pje,214.08
pjebo,0.28
pjedbiS,0.32
pjenwaR,0.28
pjem6,0.23
piRsiG,1.69
pjERo,0.14
pjeRo,0.14
pj2,5.45
pj2,1.05
pif,1.58
piZ6,15.05
piZ6vwajaZ9R,0.14
piZono,0.29
piZonje,0.27
pigm@,0.35
piN6,4.94
piNuf,0.27
pilaf,0.26
pilje,3.82
pijaZ,1.76
pijaR,1
pij9R,1.05
pil6,0.62
pilonaZ,0.16
piloRi,0.79
pilo,1.1
pilotaZ,2.44
pilOt5,0.1
piloti,0.33
pim@,4.76
p5,5.06
pins,0.3
p5saZ,0.1
pinaR,0.39
p5so,4.59
p5sm@,0.19
piGp6G,2.67
p5gw5,3.51
pino,0.47
p5s6,2.86
pjolE,0.31
pj6,4.91
pjonje,4.21
pajplajn,0.11
pipo,2.09
pajplajn,0.51
pip9R,0.14
pipi,15.36
pipo,0.18
pik@,1.17
piknik,6.05
pikR6,0.14
pikE,3.64
pik9R,0.32
piRana,1.32
piRataZ,0.56
piRat,8.14
piR,47.19
piROSki,0.28
pi,2.07
pizale,0.14
pisa,0.1
pisfRwa,0.1
pis@li,1.32
pis9R,0.66
pisu,5.28
pistaZ,0.3
pist9R,0.54
pistoleRo,0.24
pistolE,34.92
pist6,2.46
pistone,0.35
pistu,0.38
pitbul,0.63
pita,0.73
pitbul,1.02
pitS,0.29
pitSunE,0.14
pit6,0.46
pitR,1.7
pitoREsk,0.12
pivER,0.22
pivo,0.68
piksEl,0.36
pidzikato,0.29
platR,5.42
platRije,0.1
plebej5,0.14
plebisit,0.43
plenOm,0.11
pleonasm,0.17
plakaZ,0.22
plakaR,21.47
plasebo,0.52
plasm@,3.12
plas5ta,0.7
plasER,0.22
plaf6,10.34
plafonje,0.13
plaZjER,0.19
plaZja,0.38
plEd,0.34
plEdwaje,0.64
plEN@,1.56
pl5S@,0.1
pl5pje,0.12
plEz@sje,0.19
plEz@,0.42
plEz@t5,0.86
pleziR,186.37
pl@,147.54
pl@sek@s,0.1
planetaRjOm,0.31
pl@Se,7.5
pl@kt6,0.65
plan9R,1.31
planiG,4.77
pl@,2.54
pl@t9R,0.64
pl@tje,0.7
pl@tigRad,0.13
pl@twaR,0.14
pl@t6,0.53
plakaZ,0.26
plasma,2.85
plastik,0.81
plastisj5,0.4
plastikaZ,0.16
plastik9R,0.22
plastR6,0.11
pla,30.24
plav@tR,0.11
platan,0.44
plato,17.17
plEbak,0.59
plEbOj,0.69
plEjbwaj,0.38
pl5,9.7
pl5t@,0.12
pl9R,9.52
pl2R9R,0.47
pl9RniSaR,0.55
pl9RniS9R,0.28
pl2tR,0.18
plEksiglas,0.13
plEksys,0.43
pli,6
plije,0.36
plijaZ,0.12
plij@,0.28
pl6,20.24
pl6baZ,0.99
pl6bje,5.85
pl6ZwaR,0.44
pl6Z6,2.98
pl6Z9R,3.89
plo,0.32
pluk,3.9
plum,15.29
plymaZ,0.41
plymaR,0.84
plymo,0.59
plymE,0.23
plymitif,0.32
plyRalizm,0.16
plyRjEl,0.82
plys,21.02
plyt6,0.14
plytonjOm,1.48
pn2,13.44
pn2matik,0.18
pn2mo,0.26
pn2motoRaks,0.45
poEm,27.03
poEt,22.65
pwal6,0.16
poSaR,0.73
poSEtR6,0.14
pOStR6,0.12
podjOm,2.16
poN6,13.85
pOgo,0.16
pwa,34.42
pwaNaR,9.89
pwaNE,10
pwal,39.33
pw5s6,0.37
pw5son9R,0.16
pw5,17.52
pw5,225.32
pw5taZ,0.31
pw5t9R,0.12
pw5t9R,0.35
pw5tije,0.36
pwaRo,1.31
pwaRje,0.56
pwa,8.09
pwaz6,19.76
pwas6,81.51
pwas6Sa,0.64
pwas6lyn,0.15
pwasonje,0.71
pwatRaj,0.2
pwavR,3.8
pwavR6,2.35
pwavRo,3.53
pokER,10.76
polak,1.48
polak,0.17
polaR,0.86
polaRoid,0.74
polaRoid,0.39
pOl,0.22
poli,0.68
poliSinEl,0.5
polisje,34.15
polisaZ,0.11
polis6,1.14
politikaR,0.41
politisj5,7.67
polEn,1.37
poly9R,0.25
pol89R,0.25
polo,1.51
poloS6,0.19
polonE,8.26
pOlski,0.14
pOltR6,0.74
poli,0.3
polietilEn,0.13
poliEstER,0.46
poligon,0.13
polimER,0.16
polip,0.32
polistiREn,0.38
politEknisj5,0.25
pomo,0.22
pomje,1.93
p6paZ,0.35
p6pje,13.01
p6p6,1.56
p6tSo,1.04
p6d9R,0.11
ponE,4.8
p6go,1.72
p6,56.43
p6l9vi,0.46
p6n9f,0.14
p6taZ,0.65
p6tif,0.26
p6t6,1.01
pul,1.19
pOpkORn,3.79
popOl,0.28
pOp,1.07
popot5,0.79
popylo,0.17
pOR,41.07
pORkepik,0.55
pORs9lE,0.57
pORS,3.1
pORSe,1.48
pORs5,0.12
pOR,1.54
pORno,9.77
pORfiR,0.1
pORidZ,1.13
pOR,31.68
pORtaj,8.61
pORt@,0.62
pORtavj6,1.21
pORtbOn9R,4.58
pORt9S@s,0.17
pORtsigaREt,0.65
pORt9kle,0.1
pORt9kle,1.44
pORt9kle,0.27
pORtdokym@,0.86
pORtdRapo,0.19
pORt9glEv,0.1
pORtZaRtEl,0.59
pORtmal9R,0.19
pORtmonE,2.24
